date,y1,y2,y3,y
193.000,0.407,0.879,0.052,1.337
194.000,0.208,0.882,-0.056,1.034
195.000,-0.000,0.885,0.065,0.950
196.000,-0.208,0.888,0.094,0.774
197.000,-0.407,0.891,-0.222,0.262
198.000,-0.588,0.894,-0.046,0.260
199.000,-0.743,0.897,-0.179,-0.025
200.000,-0.866,0.900,-0.059,-0.025
201.000,-0.951,0.903,-0.020,-0.069
202.000,-0.995,0.906,0.055,-0.033
203.000,-0.995,0.909,0.109,0.024
204.000,-0.951,0.912,-0.149,-0.188
205.000,-0.866,0.915,-0.120,-0.071
206.000,-0.743,0.918,0.048,0.222
207.000,-0.588,0.921,0.000,0.333
208.000,-0.407,0.924,0.154,0.671
209.000,-0.208,0.927,0.094,0.813
210.000,0.000,0.930,-0.035,0.895
211.000,0.208,0.933,-0.020,1.121
212.000,0.407,0.936,0.118,1.461
213.000,0.588,0.939,-0.102,1.425
214.000,0.743,0.942,0.067,1.752
215.000,0.866,0.945,0.140,1.951
216.000,0.951,0.948,0.127,2.026
217.000,0.995,0.951,-0.097,1.849
218.000,0.995,0.954,-0.042,1.906
219.000,0.951,0.957,-0.000,1.908
220.000,0.866,0.960,0.098,1.924
221.000,0.743,0.963,0.041,1.747
222.000,0.588,0.966,0.198,1.752
223.000,0.407,0.969,-0.321,1.055
224.000,0.208,0.972,0.105,1.285
225.000,-0.000,0.975,-0.005,0.970
226.000,-0.208,0.978,0.036,0.806
227.000,-0.407,0.981,-0.179,0.395
228.000,-0.588,0.984,0.038,0.435
229.000,-0.743,0.987,0.138,0.382
230.000,-0.866,0.990,-0.124,-0.000
231.000,-0.951,0.993,-0.035,0.007
232.000,-0.995,0.996,0.047,0.048
233.000,-0.995,0.999,0.064,0.069
234.000,-0.951,1.002,-0.068,-0.017
235.000,-0.866,1.005,0.136,0.275
236.000,-0.743,1.008,-0.004,0.261
237.000,-0.588,1.011,-0.076,0.347
238.000,-0.407,1.014,0.021,0.628
239.000,-0.208,1.017,0.046,0.855
240.000,0.000,1.020,0.027,1.047
241.000,0.208,1.023,-0.042,1.188
242.000,0.407,1.026,0.040,1.473
243.000,0.588,1.029,-0.166,1.451
244.000,0.743,1.032,0.066,1.841
245.000,0.866,1.035,0.108,2.009
246.000,0.951,1.038,0.007,1.996
247.000,0.995,1.041,0.118,2.153
248.000,0.995,1.044,0.099,2.137
249.000,0.951,1.047,0.022,2.020
250.000,0.866,1.050,-0.116,1.801
251.000,0.743,1.053,-0.023,1.773
252.000,0.588,1.056,0.246,1.889
253.000,0.407,1.059,-0.237,1.228
254.000,0.208,1.062,0.006,1.276
255.000,-0.000,1.065,0.122,1.187
256.000,-0.208,1.068,0.116,0.976
257.000,-0.407,1.071,-0.071,0.593
258.000,-0.588,1.074,0.004,0.490
259.000,-0.743,1.077,-0.164,0.170
260.000,-0.866,1.080,-0.091,0.123
261.000,-0.951,1.083,-0.041,0.091
262.000,-0.995,1.086,-0.027,0.064
263.000,-0.995,1.089,-0.072,0.022
264.000,-0.951,1.092,0.150,0.291
265.000,-0.866,1.095,0.001,0.230
266.000,-0.743,1.098,-0.056,0.298
267.000,-0.588,1.101,-0.025,0.489
268.000,-0.407,1.104,-0.028,0.669
269.000,-0.208,1.107,-0.169,0.730
270.000,0.000,1.110,0.091,1.201
271.000,0.208,1.113,0.147,1.468
272.000,0.407,1.116,-0.069,1.453
273.000,0.588,1.119,-0.049,1.657
274.000,0.743,1.122,-0.033,1.833
275.000,0.866,1.125,-0.003,1.988
276.000,0.951,1.128,-0.085,1.994
277.000,0.995,1.131,0.157,2.283
278.000,0.995,1.134,-0.026,2.103
279.000,0.951,1.137,-0.104,1.985
280.000,0.866,1.140,0.151,2.157
281.000,0.743,1.143,-0.037,1.850
282.000,0.588,1.146,0.015,1.749
283.000,0.407,1.149,0.049,1.604
284.000,0.208,1.152,-0.066,1.293
285.000,-0.000,1.155,-0.086,1.069
286.000,-0.208,1.158,0.078,1.028
287.000,-0.407,1.161,-0.078,0.676
288.000,-0.588,1.164,0.007,0.584
289.000,-0.743,1.167,-0.019,0.405
290.000,-0.866,1.170,-0.022,0.282
291.000,-0.951,1.173,-0.077,0.145
292.000,-0.995,1.176,-0.174,0.008
293.000,-0.995,1.179,0.003,0.187
294.000,-0.951,1.182,-0.154,0.077
295.000,-0.866,1.185,-0.023,0.296
296.000,-0.743,1.188,-0.035,0.410
297.000,-0.588,1.191,0.082,0.686
298.000,-0.407,1.194,-0.030,0.757
299.000,-0.208,1.197,-0.107,0.882
300.000,0.000,1.200,0.042,1.242
301.000,0.208,1.203,-0.012,1.399
302.000,0.407,1.206,0.065,1.678
303.000,0.588,1.209,-0.025,1.772
304.000,0.743,1.212,0.047,2.002
305.000,0.866,1.215,0.045,2.126
306.000,0.951,1.218,-0.001,2.168
307.000,0.995,1.221,-0.042,2.174
308.000,0.995,1.224,-0.105,2.113
309.000,0.951,1.227,-0.010,2.168
310.000,0.866,1.230,0.108,2.204
311.000,0.743,1.233,-0.167,1.809
312.000,0.588,1.236,0.216,2.040
313.000,0.407,1.239,-0.036,1.610
314.000,0.208,1.242,-0.019,1.431
315.000,0.000,1.245,-0.055,1.190
316.000,-0.208,1.248,0.094,1.134
317.000,-0.407,1.251,-0.219,0.625
318.000,-0.588,1.254,0.062,0.728
319.000,-0.743,1.257,-0.189,0.325
320.000,-0.866,1.260,0.023,0.417
321.000,-0.951,1.263,-0.089,0.223
322.000,-0.995,1.266,-0.010,0.262
323.000,-0.995,1.269,-0.082,0.193
324.000,-0.951,1.272,0.127,0.448
325.000,-0.866,1.275,0.148,0.557
326.000,-0.743,1.278,-0.083,0.451
327.000,-0.588,1.281,-0.006,0.687
328.000,-0.407,1.284,0.131,1.008
329.000,-0.208,1.287,-0.126,0.953
330.000,-0.000,1.290,0.115,1.405
331.000,0.208,1.293,-0.103,1.398
332.000,0.407,1.296,0.059,1.761
333.000,0.588,1.299,0.075,1.962
334.000,0.743,1.302,-0.162,1.883
335.000,0.866,1.305,0.102,2.273
336.000,0.951,1.308,-0.009,2.250
337.000,0.995,1.311,-0.067,2.238
338.000,0.995,1.314,0.242,2.551
339.000,0.951,1.317,-0.158,2.110
340.000,0.866,1.320,0.066,2.252
341.000,0.743,1.323,0.099,2.165
342.000,0.588,1.326,-0.102,1.811
343.000,0.407,1.329,0.082,1.818
344.000,0.208,1.332,-0.132,1.408
345.000,0.000,1.335,0.132,1.467
346.000,-0.208,1.338,0.041,1.172
347.000,-0.407,1.341,-0.131,0.803
348.000,-0.588,1.344,-0.080,0.676
349.000,-0.743,1.347,-0.106,0.498
350.000,-0.866,1.350,-0.095,0.389
351.000,-0.951,1.353,0.113,0.515
352.000,-0.995,1.356,0.016,0.378
353.000,-0.995,1.359,0.058,0.423
354.000,-0.951,1.362,-0.201,0.210
355.000,-0.866,1.365,-0.011,0.488
356.000,-0.743,1.368,-0.026,0.598
357.000,-0.588,1.371,-0.293,0.490
358.000,-0.407,1.374,-0.051,0.916
359.000,-0.208,1.377,-0.094,1.076
360.000,0.000,1.380,-0.082,1.298
361.000,0.208,1.383,0.009,1.600
362.000,0.407,1.386,-0.104,1.688
363.000,0.588,1.389,0.212,2.188
364.000,0.743,1.392,0.010,2.145
365.000,0.866,1.395,0.167,2.428
366.000,0.951,1.398,-0.013,2.336
367.000,0.995,1.401,0.078,2.474
368.000,0.995,1.404,-0.132,2.266
369.000,0.951,1.407,-0.159,2.199
370.000,0.866,1.410,0.030,2.306
371.000,0.743,1.413,0.179,2.335
372.000,0.588,1.416,0.092,2.095
373.000,0.407,1.419,0.126,1.952
374.000,0.208,1.422,-0.055,1.575
375.000,-0.000,1.425,0.023,1.448
376.000,-0.208,1.428,0.030,1.250
377.000,-0.407,1.431,0.150,1.174
378.000,-0.588,1.434,-0.070,0.777
379.000,-0.743,1.437,-0.154,0.540
380.000,-0.866,1.440,-0.131,0.443
381.000,-0.951,1.443,-0.040,0.452
382.000,-0.995,1.446,0.128,0.579
383.000,-0.995,1.449,-0.088,0.366
384.000,-0.951,1.452,0.087,0.588
385.000,-0.866,1.455,0.055,0.644
386.000,-0.743,1.458,0.109,0.824
387.000,-0.588,1.461,-0.010,0.863
388.000,-0.407,1.464,0.014,1.072
389.000,-0.208,1.467,-0.143,1.116
390.000,0.000,1.470,0.075,1.545
391.000,0.208,1.473,0.192,1.873
392.000,0.407,1.476,-0.168,1.715
393.000,0.588,1.479,0.127,2.194
394.000,0.743,1.482,-0.015,2.210
395.000,0.866,1.485,-0.022,2.329
396.000,0.951,1.488,0.047,2.486
397.000,0.995,1.491,-0.101,2.385
398.000,0.995,1.494,0.040,2.528
399.000,0.951,1.497,0.043,2.491
400.000,0.866,1.500,0.110,2.476
401.000,0.743,1.503,0.197,2.444
402.000,0.588,1.506,0.084,2.177
403.000,0.407,1.509,0.067,1.982
404.000,0.208,1.512,-0.040,1.680
405.000,-0.000,1.515,-0.001,1.514
406.000,-0.208,1.518,-0.150,1.160
407.000,-0.407,1.521,0.028,1.143
408.000,-0.588,1.524,-0.084,0.852
409.000,-0.743,1.527,-0.145,0.639
410.000,-0.866,1.530,-0.021,0.643
411.000,-0.951,1.533,-0.001,0.581
412.000,-0.995,1.536,-0.051,0.490
413.000,-0.995,1.539,0.274,0.818
414.000,-0.951,1.542,-0.128,0.463
415.000,-0.866,1.545,-0.199,0.480
416.000,-0.743,1.548,0.096,0.901
417.000,-0.588,1.551,-0.008,0.955
418.000,-0.407,1.554,-0.049,1.098
419.000,-0.208,1.557,0.132,1.481
420.000,0.000,1.560,-0.010,1.550
421.000,0.208,1.563,-0.061,1.710
422.000,0.407,1.566,0.175,2.148
423.000,0.588,1.569,-0.136,2.021
424.000,0.743,1.572,0.071,2.386
425.000,0.866,1.575,-0.045,2.396
426.000,0.951,1.578,-0.006,2.523
427.000,0.995,1.581,0.046,2.622
428.000,0.995,1.584,-0.112,2.467
429.000,0.951,1.587,-0.172,2.366
430.000,0.866,1.590,0.248,2.704
431.000,0.743,1.593,-0.016,2.320
432.000,0.588,1.596,0.027,2.211
433.000,0.407,1.599,0.138,2.144
434.000,0.208,1.602,0.112,1.921
435.000,-0.000,1.605,0.008,1.613
436.000,-0.208,1.608,0.085,1.485
437.000,-0.407,1.611,0.169,1.373
438.000,-0.588,1.614,0.178,1.205
439.000,-0.743,1.617,0.094,0.967
440.000,-0.866,1.620,-0.153,0.601
441.000,-0.951,1.623,-0.027,0.645
442.000,-0.995,1.626,0.090,0.722
443.000,-0.995,1.629,0.024,0.659
444.000,-0.951,1.632,0.254,0.935
445.000,-0.866,1.635,-0.011,0.758
446.000,-0.743,1.638,-0.047,0.848
447.000,-0.588,1.641,-0.155,0.898
448.000,-0.407,1.644,0.103,1.341
449.000,-0.208,1.647,-0.053,1.386
450.000,0.000,1.650,0.047,1.697
451.000,0.208,1.653,0.067,1.928
452.000,0.407,1.656,-0.007,2.055
453.000,0.588,1.659,-0.031,2.216
454.000,0.743,1.662,-0.055,2.350
455.000,0.866,1.665,0.189,2.720
456.000,0.951,1.668,0.045,2.664
457.000,0.995,1.671,0.048,2.713
458.000,0.995,1.674,0.099,2.768
459.000,0.951,1.677,-0.141,2.487
460.000,0.866,1.680,-0.044,2.502
461.000,0.743,1.683,0.076,2.502
462.000,0.588,1.686,0.088,2.362
463.000,0.407,1.689,-0.011,2.085
464.000,0.208,1.692,-0.026,1.873
465.000,-0.000,1.695,0.104,1.799
466.000,-0.208,1.698,0.144,1.634
467.000,-0.407,1.701,-0.007,1.287
468.000,-0.588,1.704,-0.121,0.995
469.000,-0.743,1.707,-0.266,0.698
470.000,-0.866,1.710,0.145,0.989
471.000,-0.951,1.713,0.088,0.850
472.000,-0.995,1.716,-0.067,0.654
473.000,-0.995,1.719,-0.041,0.684
474.000,-0.951,1.722,0.038,0.809
475.000,-0.866,1.725,0.047,0.906
476.000,-0.743,1.728,0.001,0.986
477.000,-0.588,1.731,-0.126,1.017
478.000,-0.407,1.734,0.096,1.423
479.000,-0.208,1.737,0.022,1.551
480.000,0.000,1.740,0.251,1.991
481.000,0.208,1.743,0.098,2.049
482.000,0.407,1.746,-0.014,2.139
483.000,0.588,1.749,0.019,2.356
484.000,0.743,1.752,0.117,2.612
485.000,0.866,1.755,0.076,2.697
486.000,0.951,1.758,-0.075,2.634
487.000,0.995,1.761,0.099,2.854
488.000,0.995,1.764,0.136,2.895
489.000,0.951,1.767,-0.077,2.641
490.000,0.866,1.770,0.102,2.738
491.000,0.743,1.773,-0.058,2.458
492.000,0.588,1.776,-0.077,2.287
493.000,0.407,1.779,0.044,2.229
494.000,0.208,1.782,-0.232,1.758
495.000,-0.000,1.785,-0.055,1.730
496.000,-0.208,1.788,-0.153,1.427
497.000,-0.407,1.791,-0.175,1.210
498.000,-0.588,1.794,-0.035,1.171
499.000,-0.743,1.797,0.107,1.161
500.000,-0.866,1.800,0.134,1.068
501.000,-0.951,1.803,-0.008,0.843
502.000,-0.995,1.806,0.167,0.978
503.000,-0.995,1.809,-0.078,0.736
504.000,-0.951,1.812,-0.032,0.829
505.000,-0.866,1.815,0.046,0.995
506.000,-0.743,1.818,0.010,1.085
507.000,-0.588,1.821,-0.143,1.090
508.000,-0.407,1.824,-0.036,1.381
509.000,-0.208,1.827,0.031,1.650
510.000,0.000,1.830,0.070,1.900
511.000,0.208,1.833,0.081,2.122
512.000,0.407,1.836,-0.027,2.215
513.000,0.588,1.839,0.089,2.515
514.000,0.743,1.842,-0.173,2.412
515.000,0.866,1.845,0.093,2.804
516.000,0.951,1.848,-0.018,2.781
517.000,0.995,1.851,0.184,3.030
518.000,0.995,1.854,0.156,3.004
519.000,0.951,1.857,-0.033,2.775
520.000,0.866,1.860,0.231,2.957
521.000,0.743,1.863,-0.025,2.581
522.000,0.588,1.866,0.061,2.515
523.000,0.407,1.869,0.005,2.281
524.000,0.208,1.872,-0.072,2.008
525.000,0.000,1.875,0.042,1.917
526.000,-0.208,1.878,-0.044,1.626
527.000,-0.407,1.881,-0.090,1.384
528.000,-0.588,1.884,0.111,1.407
529.000,-0.743,1.887,-0.047,1.097
530.000,-0.866,1.890,0.047,1.071
531.000,-0.951,1.893,-0.059,0.882
532.000,-0.995,1.896,-0.158,0.743
533.000,-0.995,1.899,-0.139,0.766
534.000,-0.951,1.902,-0.098,0.853
535.000,-0.866,1.905,0.176,1.215
536.000,-0.743,1.908,0.145,1.310
537.000,-0.588,1.911,-0.032,1.292
538.000,-0.407,1.914,-0.107,1.400
539.000,-0.208,1.917,-0.013,1.696
540.000,0.000,1.920,0.014,1.934
541.000,0.208,1.923,0.055,2.186
542.000,0.407,1.926,-0.038,2.295
543.000,0.588,1.929,0.070,2.587
544.000,0.743,1.932,-0.021,2.654
545.000,0.866,1.935,-0.072,2.729
546.000,0.951,1.938,0.005,2.894
547.000,0.995,1.941,-0.017,2.919
548.000,0.995,1.944,-0.071,2.868
549.000,0.951,1.947,0.126,3.025
550.000,0.866,1.950,0.115,2.931
551.000,0.743,1.953,-0.207,2.490
552.000,0.588,1.956,0.225,2.769
553.000,0.407,1.959,-0.024,2.342
554.000,0.208,1.962,-0.052,2.118
555.000,-0.000,1.965,0.052,2.017
556.000,-0.208,1.968,-0.055,1.705
557.000,-0.407,1.971,-0.046,1.518
558.000,-0.588,1.974,-0.362,1.024
559.000,-0.743,1.977,0.202,1.436
560.000,-0.866,1.980,-0.046,1.068
561.000,-0.951,1.983,-0.125,0.907
562.000,-0.995,1.986,-0.122,0.870
563.000,-0.995,1.989,0.028,1.023
564.000,-0.951,1.992,0.101,1.142
565.000,-0.866,1.995,-0.159,0.970
566.000,-0.743,1.998,-0.005,1.250
567.000,-0.588,2.001,0.005,1.418
568.000,-0.407,2.004,0.029,1.626
569.000,-0.208,2.007,-0.038,1.761
570.000,0.000,2.010,0.022,2.032
571.000,0.208,2.013,0.063,2.284
572.000,0.407,2.016,-0.003,2.419
573.000,0.588,2.019,-0.056,2.551
574.000,0.743,2.022,0.148,2.913
575.000,0.866,2.025,0.042,2.933
576.000,0.951,2.028,0.016,2.995
577.000,0.995,2.031,0.037,3.063
578.000,0.995,2.034,0.182,3.211
579.000,0.951,2.037,-0.135,2.853
580.000,0.866,2.040,-0.164,2.742
581.000,0.743,2.043,0.040,2.826
582.000,0.588,2.046,-0.168,2.466
583.000,0.407,2.049,-0.032,2.424
584.000,0.208,2.052,-0.009,2.251
585.000,-0.000,2.055,0.008,2.063
586.000,-0.208,2.058,0.182,2.032
587.000,-0.407,2.061,-0.049,1.605
588.000,-0.588,2.064,0.099,1.575
589.000,-0.743,2.067,0.069,1.393
590.000,-0.866,2.070,0.024,1.228
591.000,-0.951,2.073,-0.038,1.083
592.000,-0.995,2.076,-0.040,1.041
593.000,-0.995,2.079,0.156,1.240
594.000,-0.951,2.082,0.003,1.134
595.000,-0.866,2.085,-0.069,1.150
596.000,-0.743,2.088,-0.087,1.257
597.000,-0.588,2.091,0.094,1.597
598.000,-0.407,2.094,0.177,1.864
599.000,-0.208,2.097,-0.168,1.721
600.000,0.000,2.100,0.062,2.162
601.000,0.208,2.103,-0.033,2.278
602.000,0.407,2.106,0.033,2.546
603.000,0.588,2.109,0.138,2.835
604.000,0.743,2.112,0.055,2.910
605.000,0.866,2.115,0.049,3.030
606.000,0.951,2.118,0.143,3.212
607.000,0.995,2.121,-0.213,2.902
608.000,0.995,2.124,0.060,3.178
609.000,0.951,2.127,-0.125,2.953
610.000,0.866,2.130,0.079,3.075
611.000,0.743,2.133,-0.093,2.783
612.000,0.588,2.136,-0.109,2.615
613.000,0.407,2.139,0.056,2.602
614.000,0.208,2.142,0.078,2.427
615.000,-0.000,2.145,0.077,2.222
616.000,-0.208,2.148,-0.096,1.844
617.000,-0.407,2.151,-0.092,1.652
618.000,-0.588,2.154,-0.014,1.552
619.000,-0.743,2.157,0.081,1.494
620.000,-0.866,2.160,-0.069,1.225
621.000,-0.951,2.163,-0.089,1.123
622.000,-0.995,2.166,0.043,1.215
623.000,-0.995,2.169,0.018,1.193
624.000,-0.951,2.172,0.158,1.379
625.000,-0.866,2.175,0.005,1.314
626.000,-0.743,2.178,0.018,1.453
627.000,-0.588,2.181,-0.150,1.443
628.000,-0.407,2.184,0.077,1.854
629.000,-0.208,2.187,0.021,2.000
630.000,-0.000,2.190,0.214,2.404
631.000,0.208,2.193,-0.052,2.349
632.000,0.407,2.196,-0.072,2.530
633.000,0.588,2.199,-0.129,2.658
634.000,0.743,2.202,0.075,3.020
635.000,0.866,2.205,-0.007,3.064
636.000,0.951,2.208,0.020,3.179
637.000,0.995,2.211,-0.083,3.122
638.000,0.995,2.214,0.000,3.209
639.000,0.951,2.217,0.222,3.390
640.000,0.866,2.220,0.067,3.153
641.000,0.743,2.223,0.095,3.061
642.000,0.588,2.226,0.039,2.853
643.000,0.407,2.229,0.027,2.662
644.000,0.208,2.232,0.044,2.484
645.000,-0.000,2.235,0.154,2.389
646.000,-0.208,2.238,0.001,2.031
647.000,-0.407,2.241,-0.136,1.698
648.000,-0.588,2.244,0.134,1.790
649.000,-0.743,2.247,0.004,1.507
650.000,-0.866,2.250,-0.124,1.260
651.000,-0.951,2.253,0.077,1.379
652.000,-0.995,2.256,-0.029,1.233
653.000,-0.995,2.259,0.063,1.328
654.000,-0.951,2.262,-0.157,1.154
655.000,-0.866,2.265,-0.108,1.291
656.000,-0.743,2.268,-0.112,1.412
657.000,-0.588,2.271,0.100,1.783
658.000,-0.407,2.274,0.008,1.876
659.000,-0.208,2.277,0.197,2.266
660.000,-0.000,2.280,-0.005,2.275
661.000,0.208,2.283,0.001,2.492
